time,household_power,solar_power,wind_power,PKR/kWh,House&RW_load,total_cost
01/01/2019 5:00,10760392.35,0,2611589.68,17.5,10760392.35,188306866.1
01/01/2019 6:00,10760398.77,0,6257454.902,17.5,10760398.77,188306978.4
01/01/2019 7:00,10760400.29,73821.551,13524401.52,17.5,10760400.29,188307005.1
01/01/2019 8:00,10760398.47,1582468.394,17059999.83,17.5,10760398.47,188306973.2
01/01/2019 9:00,10760398.78,4016124.087,10177352.39,17.5,10760398.78,188306978.7
01/01/2019 10:00,10760407.04,7402321.24,3417941.364,17.5,10760407.04,188307123.1
01/01/2019 11:00,10760424.1,13348893.68,1476147.536,17.5,10760424.1,188307421.8
01/01/2019 12:00,10760434.75,19758829.96,3270386.783,17.5,10760434.75,188307608.1
01/01/2019 13:00,10760436.16,21315031.56,6541287.757,17.5,10760436.16,188307632.9
01/01/2019 14:00,10760427.25,13863516.03,9471189.317,17.5,10760427.25,188307476.9
01/01/2019 15:00,10760411.51,7717982.28,14103215.91,17.5,10760411.51,188307201.4
01/01/2019 16:00,10760396.21,1914634.623,26196856.96,17.5,10760396.21,188306933.6
01/01/2019 17:00,10760380.9,0,34575321.8,17.5,10760380.9,188306665.8
01/01/2019 18:00,10760364.64,0,35892232.01,17.5,10760364.64,188306381.2
01/01/2019 19:00,10760352.91,0,33008105.98,17.5,10760352.91,188306175.9
01/01/2019 20:00,10760351.61,0,29716302.38,17.5,10760351.61,188306153.1
01/01/2019 21:00,10760368.33,0,27308446.05,17.5,10760368.33,188306445.8
01/01/2019 22:00,10760399.33,0,25764051.65,17.5,10760399.33,188306988.2
01/01/2019 23:00,10760404.75,0,23252576.69,17.5,10760404.75,188307083.2
02/01/2019 0:00,10760383.36,0,20154574.48,17.5,10760383.36,188306708.9
02/01/2019 1:00,10760368.33,0,17204142.31,17.5,10760368.33,188306445.7
02/01/2019 2:00,10760373.52,0,14991572.86,17.5,10760373.52,188306536.5
02/01/2019 3:00,10760379.77,0,12691356.43,17.5,10760379.77,188306645.9
02/01/2019 4:00,10760378.25,0,10867857.79,17.5,10760378.25,188306619.4
02/01/2019 5:00,10760387.32,0,10245686.06,17.5,10760387.32,188306778.2
02/01/2019 6:00,10760392.75,0,9673597.37,17.5,10760392.75,188306873.1
02/01/2019 7:00,10760393.38,1168085.206,8903787.667,17.5,10760393.38,188306884.1
02/01/2019 8:00,10760390.76,10201603.77,4850260.051,17.5,10760390.76,188306838.2
02/01/2019 9:00,10760390.28,20631345.05,2027413.881,17.5,10760390.28,188306829.9
02/01/2019 10:00,10760397.61,27990302.54,1041138.322,17.5,10760397.61,188306958.1
02/01/2019 11:00,10760413.54,30362376.99,436614.696,17.5,10760413.54,188307237
02/01/2019 12:00,10760423.21,30897432.18,103270.413,17.5,10760423.21,188307406.2
02/01/2019 13:00,10760423.92,28402383.73,39308.113,17.5,10760423.92,188307418.7
02/01/2019 14:00,10760414.65,21450644.38,50278.78,17.5,10760414.65,188307256.4
02/01/2019 15:00,10760398.84,13155612.7,164508.088,17.5,10760398.84,188306979.6
02/01/2019 16:00,10760383.53,3972947.553,1241528.212,17.5,10760383.53,188306711.7
02/01/2019 17:00,10760368.29,0,4329368.948,17.5,10760368.29,188306445.1
02/01/2019 18:00,10760352.21,0,7530477.644,17.5,10760352.21,188306163.6
02/01/2019 19:00,10760340.57,0,7744731.721,17.5,10760340.57,188305959.9
02/01/2019 20:00,10760339.04,0,5329902.808,17.5,10760339.04,188305933.1
02/01/2019 21:00,10760354.92,0,2141184.041,17.5,10760354.92,188306211.1
02/01/2019 22:00,10760384.58,0,1475899.7,17.5,10760384.58,188306730.1
02/01/2019 23:00,10760389.62,0,3131748.651,17.5,10760389.62,188306818.4
03/01/2019 0:00,10760368.9,0,5842436.391,17.5,10760368.9,188306455.8
03/01/2019 1:00,10760354.35,0,7532454.463,17.5,10760354.35,188306201.1
03/01/2019 2:00,10760359.3,0,7810153.445,17.5,10760359.3,188306287.7
03/01/2019 3:00,10760365.31,0,7152066.635,17.5,10760365.31,188306392.9
03/01/2019 4:00,10760363.9,0,6145412.931,17.5,10760363.9,188306368.2
03/01/2019 5:00,10760372.71,0,5327340.43,17.5,10760372.71,188306522.4
03/01/2019 6:00,10760378.06,0,4481363.243,17.5,10760378.06,188306616.1
03/01/2019 7:00,10760378.84,821857.267,4270091.691,17.5,10760378.84,188306629.7
03/01/2019 8:00,10760376.54,7130019.256,3401704.296,17.5,10760376.54,188306589.4
03/01/2019 9:00,10760376.34,15842605.1,864738.335,17.5,10760376.34,188306586
03/01/2019 10:00,10760383.73,22767802.49,52940.711,17.5,10760383.73,188306715.2
03/01/2019 11:00,10760399.49,30106176.58,0,17.5,10760399.49,188306991
03/01/2019 12:00,10760409.26,30697669.23,15894.822,17.5,10760409.26,188307162.1
03/01/2019 13:00,10760410.44,28075211.43,40126.484,17.5,10760410.44,188307182.7
03/01/2019 14:00,10760401.99,20103770.96,25493.015,17.5,10760401.99,188307034.8
03/01/2019 15:00,10760387.21,11979527.22,33776.328,17.5,10760387.21,188306776.1
03/01/2019 16:00,10760372.92,3427899.693,406814.508,17.5,10760372.92,188306526.1
03/01/2019 17:00,10760358.71,0,1377873.84,17.5,10760358.71,188306277.4
03/01/2019 18:00,10760343.65,0,1454903.601,17.5,10760343.65,188306013.9
03/01/2019 19:00,10760332.93,0,940139.527,17.5,10760332.93,188305826.2
03/01/2019 20:00,10760332.1,0,665179.669,17.5,10760332.1,188305811.7
03/01/2019 21:00,10760348.39,0,261615.181,17.5,10760348.39,188306096.8
03/01/2019 22:00,10760378.32,0,96479.574,17.5,10760378.32,188306620.5
03/01/2019 23:00,10760384.14,0,139748.392,17.5,10760384.14,188306722.4
04/01/2019 0:00,10760364.53,0,147727.368,17.5,10760364.53,188306379.3
04/01/2019 1:00,10760350.96,0,428156.309,17.5,10760350.96,188306141.7
04/01/2019 2:00,10760356.69,0,693892.323,17.5,10760356.69,188306242.1
04/01/2019 3:00,10760363.51,0,582622.964,17.5,10760363.51,188306361.4
04/01/2019 4:00,10760362.95,0,516082.184,17.5,10760362.95,188306351.6
04/01/2019 5:00,10760372.61,0,339002.725,17.5,10760372.61,188306520.6
04/01/2019 6:00,10760378.82,0,246884.989,17.5,10760378.82,188306629.4
04/01/2019 7:00,10760380.46,218572.017,220019.155,17.5,10760380.46,188306658.1
04/01/2019 8:00,10760378.98,4029075.238,440506.737,17.5,10760378.98,188306632.2
04/01/2019 9:00,10760379.6,11018516.43,666674.718,17.5,10760379.6,188306643
04/01/2019 10:00,10760387.84,18854004.25,1286149.821,17.5,10760387.84,188306787.3
04/01/2019 11:00,10760404.56,22535212.13,3414087.826,17.5,10760404.56,188307079.9
04/01/2019 12:00,10760415.24,23032989.15,6107263.309,17.5,10760415.24,188307266.7
04/01/2019 13:00,10760417.16,20268296.12,8125029.489,17.5,10760417.16,188307300.4
04/01/2019 14:00,10760409.24,14235023.78,7956930.345,17.5,10760409.24,188307161.7
04/01/2019 15:00,10760394.77,7436508.546,7531062.327,17.5,10760394.77,188306908.5
04/01/2019 16:00,10760380.72,1813591.399,7530593.429,17.5,10760380.72,188306662.5
04/01/2019 17:00,10760366.64,0,4837344.618,17.5,10760366.64,188306416.1
04/01/2019 18:00,10760351.6,0,1994180.83,17.5,10760351.6,188306153
04/01/2019 19:00,10760340.91,0,524620.992,17.5,10760340.91,188305965.9
04/01/2019 20:00,10760340.29,0,865687.641,17.5,10760340.29,188305955
04/01/2019 21:00,10760357.16,0,4524910.789,17.5,10760357.16,188306250.2
04/01/2019 22:00,10760387.97,0,10858510.21,17.5,10760387.97,188306789.5
04/01/2019 23:00,10760394.02,0,14718262.22,17.5,10760394.02,188306895.4
05/01/2019 0:00,10760373.95,0,13404116.96,17.5,10760373.95,188306544
05/01/2019 1:00,10760360,0,8820536.465,17.5,10760360,188306300
05/01/2019 2:00,10760365.82,0,4968683.896,17.5,10760365.82,188306401.8
05/01/2019 3:00,10760372.7,0,3348733.208,17.5,10760372.7,188306522.2
05/01/2019 4:00,10760371.97,0,2517500.49,17.5,10760371.97,188306509.5
05/01/2019 5:00,10760381.67,0,1691291.919,17.5,10760381.67,188306679.3
05/01/2019 6:00,10760387.8,0,1192582.808,17.5,10760387.8,188306786.5
05/01/2019 7:00,10760389.21,974385.435,1549886.634,17.5,10760389.21,188306811.1
05/01/2019 8:00,10760387.39,8879218.13,1213124.901,17.5,10760387.39,188306779.3
05/01/2019 9:00,10760387.68,18917398.37,432485.221,17.5,10760387.68,188306784.4
05/01/2019 10:00,10760395.73,26467779.89,312892.721,17.5,10760395.73,188306925.3
05/01/2019 11:00,10760412.38,27895273.87,179165.339,17.5,10760412.38,188307216.6
05/01/2019 12:00,10760422.8,28829331.93,70151.541,17.5,10760422.8,188307399.1
05/01/2019 13:00,10760424.29,26378252.71,198106.596,17.5,10760424.29,188307425
05/01/2019 14:00,10760415.74,18758224.21,1564896.33,17.5,10760415.74,188307275.5
05/01/2019 15:00,10760400.57,10983075.39,5240398.457,17.5,10760400.57,188307009.9
05/01/2019 16:00,10760385.82,3141736.923,13789808.48,17.5,10760385.82,188306751.9
05/01/2019 17:00,10760371.08,0,26076873.74,17.5,10760371.08,188306493.9
05/01/2019 18:00,10760355.41,0,34448594.23,17.5,10760355.41,188306219.6
05/01/2019 19:00,10760344.14,0,38332930.98,17.5,10760344.14,188306022.5
05/01/2019 20:00,10760343.06,0,38891561.15,17.5,10760343.06,188306003.5
05/01/2019 21:00,10760359.58,0,37413508.37,17.5,10760359.58,188306292.7
05/01/2019 22:00,10760390.09,0,35535920.5,17.5,10760390.09,188306826.5
05/01/2019 23:00,10760395.64,0,33807674.67,17.5,10760395.64,188306923.8
06/01/2019 0:00,10760374.99,0,31757459.78,17.5,10760374.99,188306562.3
06/01/2019 1:00,10760360.53,0,28789831.88,17.5,10760360.53,188306309.3
06/01/2019 2:00,10760365.89,0,25223289.1,17.5,10760365.89,188306403.1
06/01/2019 3:00,10760372.31,0,21673017.67,17.5,10760372.31,188306515.3
06/01/2019 4:00,10760371.13,0,18201245.84,17.5,10760371.13,188306494.7
06/01/2019 5:00,10760380.36,0,13837152.95,17.5,10760380.36,188306656.2
06/01/2019 6:00,10760386.03,0,10567224.94,17.5,10760386.03,188306755.4
06/01/2019 7:00,10760387,838120.049,8811978.757,17.5,10760387,188306772.6
06/01/2019 8:00,10760384.8,8687559.014,6318233.523,17.5,10760384.8,188306734
06/01/2019 9:00,10760384.72,20400768.58,4640588.096,17.5,10760384.72,188306732.5
06/01/2019 10:00,10760392.35,27958635.17,5462630.002,17.5,10760392.35,188306866.1
06/01/2019 11:00,10760408.52,33132210.48,5552577.706,17.5,10760408.52,188307149
06/01/2019 12:00,10760418.54,33843002.79,3990120.467,17.5,10760418.54,188307324.4
06/01/2019 13:00,10760419.73,31524604.3,3172826.322,17.5,10760419.73,188307345.3
06/01/2019 14:00,10760411.04,25956051.19,2884498.101,17.5,10760411.04,188307193.3
06/01/2019 15:00,10760395.85,17283679.53,2688062.001,17.5,10760395.85,188306927.4
06/01/2019 16:00,10760381.14,6182553.414,3358105.3,17.5,10760381.14,188306670
06/01/2019 17:00,10760366.49,0,4237439.565,17.5,10760366.49,188306413.5
06/01/2019 18:00,10760350.95,0,3896318.351,17.5,10760350.95,188306141.6
06/01/2019 19:00,10760339.82,0,2326864.401,17.5,10760339.82,188305946.9
06/01/2019 20:00,10760338.77,0,419151.476,17.5,10760338.77,188305928.5
06/01/2019 21:00,10760355.15,0,99000.699,17.5,10760355.15,188306215.1
06/01/2019 22:00,10760385.37,0,690034.733,17.5,10760385.37,188306743.9
06/01/2019 23:00,10760390.98,0,2416497.1,17.5,10760390.98,188306842.2
07/01/2019 0:00,10760370.71,0,4196687.721,17.5,10760370.71,188306487.4
07/01/2019 1:00,10760356.58,0,6126905.248,17.5,10760356.58,188306240.1
07/01/2019 2:00,10760362.05,0,8262367.053,17.5,10760362.05,188306335.9
07/01/2019 3:00,10760368.6,0,9575398.754,17.5,10760368.6,188306450.4
07/01/2019 4:00,10760367.64,0,8782507.415,17.5,10760367.64,188306433.7
07/01/2019 5:00,10760377,0,6989633.043,17.5,10760377,188306597.6
07/01/2019 6:00,10760382.86,0,4539111.208,17.5,10760382.86,188306700
07/01/2019 7:00,10760384.07,2128054.712,2195401.661,17.5,10760384.07,188306721.2
07/01/2019 8:00,10760382.12,13492509.76,349897.865,17.5,10760382.12,188306687
07/01/2019 9:00,10760382.27,23585642.7,24602.077,17.5,10760382.27,188306689.7
07/01/2019 10:00,10760390.09,30476588.33,6520.593,17.5,10760390.09,188306826.5
07/01/2019 11:00,10760406.39,31692166.56,5603.135,17.5,10760406.39,188307111.9
07/01/2019 12:00,10760416.59,31119535.57,10015.987,17.5,10760416.59,188307290.3
07/01/2019 13:00,10760417.98,24259976.38,34211.107,17.5,10760417.98,188307314.7
07/01/2019 14:00,10760409.52,12400740.72,103500.509,17.5,10760409.52,188307166.5
07/01/2019 15:00,10760394.54,6287664.338,246521.475,17.5,10760394.54,188306904.4
07/01/2019 16:00,10760380,1737512.318,387601.728,17.5,10760380,188306650
07/01/2019 17:00,10760365.48,0,760151.926,17.5,10760365.48,188306395.8
07/01/2019 18:00,10760350.05,0,1028363.919,17.5,10760350.05,188306125.8
07/01/2019 19:00,10760338.97,0,713105.937,17.5,10760338.97,188305932
07/01/2019 20:00,10760337.93,0,436206.261,17.5,10760337.93,188305913.8
07/01/2019 21:00,10760354.25,0,432878.571,17.5,10760354.25,188306199.3
07/01/2019 22:00,10760384.34,0,895982.426,17.5,10760384.34,188306726
07/01/2019 23:00,10760389.86,0,2370156.182,17.5,10760389.86,188306822.5
08/01/2019 0:00,10760369.55,0,7730784.382,17.5,10760369.55,188306467
08/01/2019 1:00,10760355.34,0,13453932.64,17.5,10760355.34,188306218.4
08/01/2019 2:00,10760360.65,0,16975184.49,17.5,10760360.65,188306311.4
08/01/2019 3:00,10760367,0,17539119.62,17.5,10760367,188306422.6
08/01/2019 4:00,10760365.86,0,13285871.23,17.5,10760365.86,188306402.6
08/01/2019 5:00,10760374.97,0,8280081.117,17.5,10760374.97,188306562
08/01/2019 6:00,10760380.56,0,3867678.935,17.5,10760380.56,188306659.8
08/01/2019 7:00,10760381.51,1220317.898,1578404.068,17.5,10760381.51,188306676.4
08/01/2019 8:00,10760379.3,9482348.959,665836.366,17.5,10760379.3,188306637.8
08/01/2019 9:00,10760379.17,18981053.04,580091.102,17.5,10760379.17,188306635.4
08/01/2019 10:00,10760386.62,25813254.83,1065857.808,17.5,10760386.62,188306765.8
08/01/2019 11:00,10760402.44,28835505.33,1762421.029,17.5,10760402.44,188307042.8
08/01/2019 12:00,10760412.18,29283111.38,1752453.454,17.5,10760412.18,188307213.2
08/01/2019 13:00,10760413.19,26959077.61,1310793.937,17.5,10760413.19,188307230.9
08/01/2019 14:00,10760404.45,22217971.78,1054687.576,17.5,10760404.45,188307077.8
08/01/2019 15:00,10760389.28,13836562.83,809594.852,17.5,10760389.28,188306812.4
08/01/2019 16:00,10760374.57,4308667.485,852957.684,17.5,10760374.57,188306555
08/01/2019 17:00,10760359.89,0,765659.349,17.5,10760359.89,188306298.1
08/01/2019 18:00,10760344.34,0,296360.85,17.5,10760344.34,188306026
08/01/2019 19:00,10760333.11,0,39966.394,17.5,10760333.11,188305829.4
08/01/2019 20:00,10760331.74,0,27832.353,17.5,10760331.74,188305805.4
08/01/2019 21:00,10760347.4,0,287352.597,17.5,10760347.4,188306079.5
08/01/2019 22:00,10760376.54,0,920292.511,17.5,10760376.54,188306589.4
08/01/2019 23:00,10760381.57,0,1391652.108,17.5,10760381.57,188306677.5
09/01/2019 0:00,10760361.35,0,907188.272,17.5,10760361.35,188306323.6
09/01/2019 1:00,10760347.15,0,555951.412,17.5,10760347.15,188306075.1
09/01/2019 2:00,10760352.05,0,1071445.608,17.5,10760352.05,188306160.8
09/01/2019 3:00,10760357.97,0,2732596.091,17.5,10760357.97,188306264.5
09/01/2019 4:00,10760356.61,0,4727007.726,17.5,10760356.61,188306240.7
09/01/2019 5:00,10760365.28,0,5844014.653,17.5,10760365.28,188306392.3
09/01/2019 6:00,10760370.53,0,6085652.649,17.5,10760370.53,188306484.3
09/01/2019 7:00,10760371.31,1953564.342,5790367.622,17.5,10760371.31,188306497.9
09/01/2019 8:00,10760369.06,13229216.82,3400953.846,17.5,10760369.06,188306458.6
09/01/2019 9:00,10760368.88,23914103.99,911613.555,17.5,10760368.88,188306455.3
09/01/2019 10:00,10760376.12,30892805.42,229281.546,17.5,10760376.12,188306582.1
09/01/2019 11:00,10760391.58,33545273.1,32080.183,17.5,10760391.58,188306852.6
09/01/2019 12:00,10760401.17,34136707.67,9591.764,17.5,10760401.17,188307020.5
09/01/2019 13:00,10760402.34,31746068.46,15881.703,17.5,10760402.34,188307041
09/01/2019 14:00,10760394.08,26681331.26,26464.341,17.5,10760394.08,188306896.4
09/01/2019 15:00,10760379.62,17977700,41411.981,17.5,10760379.62,188306643.3
09/01/2019 16:00,10760365.65,6600577.707,237531.897,17.5,10760365.65,188306398.8
09/01/2019 17:00,10760351.76,0,1780254.589,17.5,10760351.76,188306155.7
09/01/2019 18:00,10760337.05,0,4489169.711,17.5,10760337.05,188305898.4
09/01/2019 19:00,10760326.59,0,7366954.454,17.5,10760326.59,188305715.4
09/01/2019 20:00,10760325.85,0,7308266.179,17.5,10760325.85,188305702.4
09/01/2019 21:00,10760341.93,0,5124685.932,17.5,10760341.93,188305983.7
09/01/2019 22:00,10760371.41,0,2891595.173,17.5,10760371.41,188306499.6
09/01/2019 23:00,10760377.24,0,1905378.238,17.5,10760377.24,188306601.6
10/01/2019 0:00,10760358.1,0,1896797.191,17.5,10760358.1,188306266.7
10/01/2019 1:00,10760344.88,0,3059195.706,17.5,10760344.88,188306035.4
10/01/2019 2:00,10760350.65,0,4333360.798,17.5,10760350.65,188306136.3
10/01/2019 3:00,10760357.48,0,2455434.013,17.5,10760357.48,188306256
10/01/2019 4:00,10760357.08,0,1904926.798,17.5,10760357.08,188306248.8
10/01/2019 5:00,10760366.73,0,2654509.996,17.5,10760366.73,188306417.7
10/01/2019 6:00,10760373,0,5949123.401,17.5,10760373,188306527.5
10/01/2019 7:00,10760374.78,1273784.67,7048250.829,17.5,10760374.78,188306558.6
10/01/2019 8:00,10760373.48,8932750.956,5079742.325,17.5,10760373.48,188306535.9
10/01/2019 9:00,10760374.25,17311497.33,2605465.279,17.5,10760374.25,188306549.4
10/01/2019 10:00,10760382.55,21375893.27,4743396.18,17.5,10760382.55,188306694.7
10/01/2019 11:00,10760399.23,20009694.41,8149220.34,17.5,10760399.23,188306986.4
10/01/2019 12:00,10760409.94,23673276.61,11119508.23,17.5,10760409.94,188307174
10/01/2019 13:00,10760412.03,23566208.64,12579491.02,17.5,10760412.03,188307210.5
10/01/2019 14:00,10760404.38,15254762.19,10814292.29,17.5,10760404.38,188307076.6
10/01/2019 15:00,10760390.26,8337349.225,6339577.646,17.5,10760390.26,188306829.5
10/01/2019 16:00,10760376.52,2132762.018,4156412.638,17.5,10760376.52,188306589.1
10/01/2019 17:00,10760362.75,0,4805016.72,17.5,10760362.75,188306348.1
10/01/2019 18:00,10760348.02,0,10566420.88,17.5,10760348.02,188306090.3
10/01/2019 19:00,10760337.57,0,21636630.71,17.5,10760337.57,188305907.5
10/01/2019 20:00,10760337.09,0,28192950.66,17.5,10760337.09,188305899
10/01/2019 21:00,10760353.94,0,30682433.57,17.5,10760353.94,188306193.9
10/01/2019 22:00,10760384.63,0,32143975.55,17.5,10760384.63,188306731
10/01/2019 23:00,10760390.77,0,30883154.27,17.5,10760390.77,188306838.5
11/01/2019 0:00,10760371,0,28974954.35,17.5,10760371,188306492.4
11/01/2019 1:00,10760357.29,0,25947371.68,17.5,10760357.29,188306252.5
11/01/2019 2:00,10760363.19,0,24613201.81,17.5,10760363.19,188306355.9
11/01/2019 3:00,10760370.15,0,23195795.35,17.5,10760370.15,188306477.7
11/01/2019 4:00,10760369.56,0,21609546.6,17.5,10760369.56,188306467.3
11/01/2019 5:00,10760379.32,0,20261087.94,17.5,10760379.32,188306638.2
11/01/2019 6:00,10760385.55,0,18199842.18,17.5,10760385.55,188306747.1
11/01/2019 7:00,10760387.07,860724.443,14998164.45,17.5,10760387.07,188306773.7
11/01/2019 8:00,10760385.39,8287076.684,9952474.858,17.5,10760385.39,188306744.3
11/01/2019 9:00,10760385.8,17975347.24,7106747.342,17.5,10760385.8,188306751.5
11/01/2019 10:00,10760393.94,25937844.3,5286595.662,17.5,10760393.94,188306893.9
11/01/2019 11:00,10760410.64,27610967.93,3696884.484,17.5,10760410.64,188307186.1
11/01/2019 12:00,10760421.15,28206293.74,2398375.965,17.5,10760421.15,188307370.2
11/01/2019 13:00,10760422.76,25681421.38,1460671.423,17.5,10760422.76,188307398.4
11/01/2019 14:00,10760414.38,19302307.89,1101126.86,17.5,10760414.38,188307251.6
11/01/2019 15:00,10760399.37,11253158.58,1536958.689,17.5,10760399.37,188306989
11/01/2019 16:00,10760384.79,3327514.055,4063312.033,17.5,10760384.79,188306733.9
11/01/2019 17:00,10760370.2,0,9587810.587,17.5,10760370.2,188306478.5
11/01/2019 18:00,10760354.67,0,16635867.09,17.5,10760354.67,188306206.7
11/01/2019 19:00,10760343.54,0,23038402.87,17.5,10760343.54,188306011.9
11/01/2019 20:00,10760342.56,0,28252624.79,17.5,10760342.56,188305994.8
11/01/2019 21:00,10760359.18,0,31350576.49,17.5,10760359.18,188306285.6
11/01/2019 22:00,10760389.77,0,31917718.69,17.5,10760389.77,188306821
11/01/2019 23:00,10760395.45,0,29360331.56,17.5,10760395.45,188306920.4
12/01/2019 0:00,10760374.94,0,25481352.02,17.5,10760374.94,188306561.4
12/01/2019 1:00,10760360.61,0,22181825.55,17.5,10760360.61,188306310.7
12/01/2019 2:00,10760366.11,0,20137381.56,17.5,10760366.11,188306406.9
12/01/2019 3:00,10760372.67,0,19247496.65,17.5,10760372.67,188306521.7
12/01/2019 4:00,10760371.64,0,18950511.21,17.5,10760371.64,188306503.8
12/01/2019 5:00,10760381.05,0,18014256.13,17.5,10760381.05,188306668.3
12/01/2019 6:00,10760386.9,0,15136076.43,17.5,10760386.9,188306770.8
12/01/2019 7:00,10760388.07,1016196.239,10352554.26,17.5,10760388.07,188306791.2
12/01/2019 8:00,10760386.05,8792744.075,5153059.696,17.5,10760386.05,188306755.9
12/01/2019 9:00,10760386.18,19226248.5,3367816.804,17.5,10760386.18,188306758.1
12/01/2019 10:00,10760394.06,26338224.13,2317265.43,17.5,10760394.06,188306896.1
12/01/2019 11:00,10760410.54,27167942.15,1251963.3,17.5,10760410.54,188307184.5
12/01/2019 12:00,10760420.88,27909571.15,407550.04,17.5,10760420.88,188307365.3
12/01/2019 13:00,10760422.36,25442571.26,89664.328,17.5,10760422.36,188307391.2
12/01/2019 14:00,10760413.91,20190470.26,50163.574,17.5,10760413.91,188307243.4
12/01/2019 15:00,10760398.91,12169147.28,222749.236,17.5,10760398.91,188306980.9
12/01/2019 16:00,10760384.39,3733025.469,2622049.923,17.5,10760384.39,188306726.8
12/01/2019 17:00,10760369.91,0,10171002.17,17.5,10760369.91,188306473.4
12/01/2019 18:00,10760354.54,0,19950289.36,17.5,10760354.54,188306204.5
12/01/2019 19:00,10760343.61,0,26261476.9,17.5,10760343.61,188306013.2
12/01/2019 20:00,10760342.87,0,26965639.03,17.5,10760342.87,188306000.2
12/01/2019 21:00,10760359.79,0,23404833.58,17.5,10760359.79,188306296.3
12/01/2019 22:00,10760390.78,0,18739624.83,17.5,10760390.78,188306838.7
12/01/2019 23:00,10760396.87,0,17578966.19,17.5,10760396.87,188306945.1
13/01/2019 0:00,10760376.66,0,20785760.3,17.5,10760376.66,188306591.6
13/01/2019 1:00,10760362.65,0,26462643.49,17.5,10760362.65,188306346.4
13/01/2019 2:00,10760368.58,0,30914582.56,17.5,10760368.58,188306450.1
13/01/2019 3:00,10760375.59,0,31279814.89,17.5,10760375.59,188306572.8
13/01/2019 4:00,10760374.95,0,29127533.35,17.5,10760374.95,188306561.6
13/01/2019 5:00,10760384.83,0,25877507.14,17.5,10760384.83,188306734.6
13/01/2019 6:00,10760391.13,0,22977216.16,17.5,10760391.13,188306844.8
13/01/2019 7:00,10760392.67,1821315.641,19028428.05,17.5,10760392.67,188306871.7
13/01/2019 8:00,10760390.95,11165841.42,10531916.02,17.5,10760390.95,188306841.6
13/01/2019 9:00,10760391.36,23801165.94,6743499.878,17.5,10760391.36,188306848.7
13/01/2019 10:00,10760399.59,30838041.8,6235686.918,17.5,10760399.59,188306992.8
13/01/2019 11:00,10760416.49,31622279.3,5753905.035,17.5,10760416.49,188307288.6
13/01/2019 12:00,10760427.11,32169146.23,5051056.66,17.5,10760427.11,188307474.4
13/01/2019 13:00,10760428.67,29685126.76,5104012.183,17.5,10760428.67,188307501.7
13/01/2019 14:00,10760420.07,25075180.09,6215465.589,17.5,10760420.07,188307351.3
13/01/2019 15:00,10760404.74,16187683.19,8182965.979,17.5,10760404.74,188307083
13/01/2019 16:00,10760389.83,5485146.828,11503082.65,17.5,10760389.83,188306821.9
13/01/2019 17:00,10760374.87,0,17103405.03,17.5,10760374.87,188306560.3
13/01/2019 18:00,10760358.95,0,22182593.79,17.5,10760358.95,188306281.6
13/01/2019 19:00,10760347.46,0,25455470.28,17.5,10760347.46,188306080.5
13/01/2019 20:00,10760346.21,0,26443109.07,17.5,10760346.21,188306058.6
13/01/2019 21:00,10760362.7,0,27839883.78,17.5,10760362.7,188306347.2
13/01/2019 22:00,10760393.23,0,28684851.45,17.5,10760393.23,188306881.5
13/01/2019 23:00,10760398.56,0,27994202.95,17.5,10760398.56,188306974.7
14/01/2019 0:00,10760377.47,0,27461350,17.5,10760377.47,188306605.7
14/01/2019 1:00,10760362.62,0,26771455.84,17.5,10760362.62,188306345.8
14/01/2019 2:00,10760367.68,0,26509326.62,17.5,10760367.68,188306434.4
14/01/2019 3:00,10760373.77,0,25379221.88,17.5,10760373.77,188306541
14/01/2019 4:00,10760372.22,0,22398209.43,17.5,10760372.22,188306513.8
14/01/2019 5:00,10760381.07,0,18874486.53,17.5,10760381.07,188306668.7
14/01/2019 6:00,10760386.33,0,16149861.27,17.5,10760386.33,188306760.7
14/01/2019 7:00,10760386.86,2638006.164,14407009.3,17.5,10760386.86,188306770.1
14/01/2019 8:00,10760384.2,14892423.61,5775705.026,17.5,10760384.2,188306723.6
14/01/2019 9:00,10760383.66,25541159.98,448976.039,17.5,10760383.66,188306714
14/01/2019 10:00,10760390.78,32271986.81,104035.52,17.5,10760390.78,188306838.7
14/01/2019 11:00,10760406.37,33724236.41,190765.696,17.5,10760406.37,188307111.5
14/01/2019 12:00,10760415.8,34130747.42,333674.523,17.5,10760415.8,188307276.5
14/01/2019 13:00,10760416.44,31385628.33,276920.607,17.5,10760416.44,188307287.8
14/01/2019 14:00,10760407.29,24037475.61,199880.394,17.5,10760407.29,188307127.6
14/01/2019 15:00,10760391.72,15063663.8,310540.177,17.5,10760391.72,188306855.1
14/01/2019 16:00,10760376.67,4824926.726,222635.703,17.5,10760376.67,188306591.7
14/01/2019 17:00,10760361.7,0,175682.58,17.5,10760361.7,188306329.8
14/01/2019 18:00,10760345.92,0,99160.979,17.5,10760345.92,188306053.6
14/01/2019 19:00,10760334.52,0,14767.694,17.5,10760334.52,188305854
14/01/2019 20:00,10760333.06,0,11424.362,17.5,10760333.06,188305828.5
14/01/2019 21:00,10760348.73,0,181018.593,17.5,10760348.73,188306102.7
14/01/2019 22:00,10760377.95,0,541924.953,17.5,10760377.95,188306614.1
14/01/2019 23:00,10760383.01,0,657456.324,17.5,10760383.01,188306702.6
